"Name","OVR","PAC","SHO","PAS","DRI","DEF","PHY","Acceleration","Sprint.Speed","Positioning","Finishing","Shot.Power","Long.Shots","Volleys","Penalties","Vision","Crossing","Free.Kick.Accuracy","Short.Passing","Long.Passing","Curve","Dribbling","Agility","Balance","Reactions","Ball.Control","Composure","Interceptions","Heading.Accuracy","Def.Awareness","Standing.Tackle","Sliding.Tackle","Jumping","Stamina","Strength","Aggression","Position","Weak.foot","Skill.moves","Preferred.foot","Height","Weight","Alternative.positions","Age","Nation","League","Team","url","GK.Diving","GK.Handling","GK.Kicking","GK.Positioning","GK.Reflexes","gender"
"Neil Farrugia",65,84,54,57,63,55,66,83,84,59,53,58,55,41,54,55,62,52,55,58,58,65,64,62,59,63,56,55,53,55,56,54,72,81,63,54,"RM",3,3,"Left",187,83,"LB, RW",25,"Republic of Ireland","SSE Airtricity PD","Shamrock Rovers","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/neil-farrugia/247001",NA,NA,NA,NA,NA,"M"
"Maryan Faryna",65,68,34,51,60,66,65,69,68,37,27,52,31,34,39,36,49,30,61,63,37,60,61,62,60,61,52,71,70,62,65,62,73,67,66,57,"CB",3,2,"Left",180,78,"LB",21,"Ukraine","Ukrayina Liha","Shakhtar Donetsk","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/maryan-faryna/271549",NA,NA,NA,NA,NA,"M"
"Gianlucca Fatecha",65,72,63,60,64,48,56,75,69,64,64,60,66,49,60,64,49,55,68,58,44,66,68,72,64,61,51,61,44,34,55,43,54,72,53,43,"CAM",2,3,"Left",174,65,"CM",26,"Paraguay","Sudamericana","Cerro Largo","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gianlucca-fatecha/260035",NA,NA,NA,NA,NA,"M"
"Betim Fazliji",65,68,41,56,59,64,73,59,76,43,36,53,38,33,46,53,43,42,66,62,41,59,58,60,58,60,55,63,60,65,65,66,71,70,74,74,"CDM",2,2,"Right",186,81,"CB",25,"Kosovo","CSSL","FC St. Gallen","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/betim-fazliji/252030",NA,NA,NA,NA,NA,"M"
"Gino Fechner",65,74,40,55,57,64,75,71,77,42,37,49,40,27,41,57,41,39,64,62,33,51,64,58,58,63,54,61,62,65,65,63,79,75,77,69,"CDM",3,2,"Right",189,82,"CM, CB",27,"Germany","3. Liga","Wehen Wiesbaden","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gino-fechner/233880",NA,NA,NA,NA,NA,"M"
"Feng Jin",65,81,55,58,65,50,71,85,78,61,54,61,55,55,42,61,58,43,58,56,60,67,77,80,60,59,56,51,51,52,48,50,74,80,69,66,"RM",3,3,"Right",179,72,"RB, RW",31,"China PR","CSL","Shanghai Port FC","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/feng-jin/226197",NA,NA,NA,NA,NA,"M"
"Rodrigo Fernández",65,42,59,66,61,60,70,52,34,59,57,67,55,55,63,66,63,55,69,69,65,59,68,64,70,60,63,69,55,55,59,60,64,72,71,67,"CM",3,2,"Right",174,76,"",28,"Uruguay","Primera División","Newell's","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rodrigo-fernandez/253246",NA,NA,NA,NA,NA,"M"
"Juan Ibiza",65,55,35,48,49,64,68,53,56,34,28,50,32,37,46,36,42,36,60,49,36,39,46,59,67,60,57,66,62,64,64,63,69,55,75,64,"CB",3,2,"Left",187,78,"",29,"Spain","PKO BP Ekstraklasa","Widzew Łódź","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/juan-ibiza/245159",NA,NA,NA,NA,NA,"M"
"Luis Fernández",65,69,67,57,67,30,60,67,70,67,68,74,61,57,69,70,47,67,57,46,62,63,75,72,59,72,69,21,52,40,17,33,64,65,67,37,"CAM",3,3,"Right",175,72,"ST",30,"Spain","PKO BP Ekstraklasa","Lechia Gdańsk","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luis-fernandez/212841",NA,NA,NA,NA,NA,"M"
"João Valido",65,63,65,66,64,25,65,25,26,NA,NA,50,NA,NA,19,41,12,13,19,24,10,14,47,41,64,19,30,NA,10,NA,10,10,50,23,55,16,"GK",2,1,"Right",185,77,"",24,"Portugal","Liga Portugal","Arouca","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joao-valido/246881",63,65,66,65,64,"M"
"Ivan Filipović",65,66,61,60,68,25,64,21,32,NA,NA,45,NA,NA,11,38,14,14,27,26,13,10,36,20,59,13,29,NA,12,NA,12,10,58,24,71,25,"GK",2,1,"Right",197,92,"",29,"Croatia","Liga Hrvatska","Dinamo Zagreb","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ivan-filipovic/264424",66,61,60,64,68,"M"
"Ethan Finlay",65,73,62,61,65,42,60,74,73,64,62,66,60,51,58,61,61,49,64,54,68,64,68,69,62,64,65,42,58,48,37,23,68,64,59,57,"RM",3,3,"Right",175,73,"LM, RW",34,"United States","MLS","Austin FC","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ethan-finlay/207669",NA,NA,NA,NA,NA,"M"
"Ashley Fletcher",65,71,64,44,63,28,69,65,76,64,63,71,63,52,52,49,23,41,57,38,44,61,72,56,63,64,62,22,70,17,32,23,75,63,73,65,"ST",2,3,"Right",188,78,"",28,"England","EFL League One","Blackpool","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ashley-fletcher/213699",NA,NA,NA,NA,NA,"M"
"Alberto Flores",65,65,66,63,64,30,63,33,25,NA,NA,47,NA,NA,11,35,12,12,28,21,10,10,27,35,58,13,30,10,13,NA,11,12,57,26,61,28,"GK",3,1,"Left",186,80,"",20,"Spain","LALIGA EA SPORTS","Sevilla FC","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alberto-flores/272427",65,66,63,63,64,"M"
"Sadik Fofana",65,69,45,57,58,62,73,66,72,45,40,57,42,41,48,57,45,42,66,60,48,58,53,53,59,63,48,58,67,62,64,60,79,62,81,66,"CB",3,2,"Right",192,78,"CDM",21,"Germany","Bundesliga","Leverkusen","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sadik-fofana/263949",NA,NA,NA,NA,NA,"M"
"Boubacar Fofana",65,82,63,58,69,30,59,81,82,64,65,66,60,56,58,60,58,63,60,49,53,69,83,77,64,65,62,22,54,28,26,37,70,58,60,54,"ST",4,3,"Left",183,74,"LM, LW",26,"France","CSSL","FC Winterthur","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/boubacar-fofana/246848",NA,NA,NA,NA,NA,"M"
"Ben Folami",65,81,58,57,69,26,66,81,81,57,62,57,57,36,59,57,59,55,59,55,35,68,82,77,54,69,57,25,59,23,20,20,82,71,77,30,"LW",4,3,"Right",180,80,"RW, ST, LM",25,"Australia","A-League","Melb. Victory","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ben-folami/240580",NA,NA,NA,NA,NA,"M"
"Tyrese Fornah",65,62,58,62,67,62,72,59,65,62,54,69,60,54,46,66,56,38,65,63,65,68,67,70,63,66,66,62,55,62,65,64,64,82,67,74,"CM",3,3,"Right",185,72,"CDM",25,"Sierra Leone","EFL League Two","Salford City","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tyrese-fornah/251420",NA,NA,NA,NA,NA,"M"
"Omari Forson",65,72,60,63,68,31,51,74,70,61,58,72,58,52,52,60,64,47,66,60,68,68,78,65,55,68,63,31,35,29,34,24,51,57,52,40,"RM",4,3,"Left",179,67,"CAM, RW",20,"England","Serie A Enilive","Monza","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/omari-forson/268437",NA,NA,NA,NA,NA,"M"
"Héctor Fort",65,73,35,60,59,62,61,69,76,51,35,43,22,23,41,49,68,38,64,62,52,56,62,76,59,62,45,62,64,63,62,59,69,54,60,70,"RB",3,3,"Right",185,78,"CB",18,"Spain","LALIGA EA SPORTS","FC Barcelona","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/hector-fort/278923",NA,NA,NA,NA,NA,"M"
"Fortuño",65,63,64,64,65,42,65,43,40,NA,NA,48,NA,NA,19,48,14,11,28,25,13,13,44,51,64,21,40,NA,13,NA,14,10,54,30,52,33,"GK",3,1,"Right",183,77,"",22,"Spain","LALIGA EA SPORTS","RCD Espanyol","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/fortuno/258948",63,64,64,65,65,"M"
"Matías Fracchia",65,59,47,54,49,63,73,63,55,44,38,73,46,36,42,39,71,69,55,39,69,39,49,67,67,56,55,55,56,65,66,66,73,58,80,76,"CB",3,2,"Left",188,84,"LB",28,"Uruguay","Sudamericana","Danubio","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/matias-fracchia/239381",NA,NA,NA,NA,NA,"M"
"Marcus Fraser",65,71,39,53,59,65,75,68,73,54,35,46,38,30,45,50,55,37,57,53,46,55,68,66,61,60,62,63,63,65,66,64,74,87,73,64,"CB",2,2,"Right",182,70,"",30,"Scotland","Scottish Prem","St. Mirren","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marcus-fraser/211096",NA,NA,NA,NA,NA,"M"
"Ulrik Fredriksen",65,49,31,51,51,63,77,49,49,36,25,52,24,28,33,39,45,23,63,62,28,46,53,57,62,54,63,63,60,64,64,62,72,73,84,64,"CB",2,2,"Right",189,89,"RB",25,"Norway","Eliteserien","FK Haugesund","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ulrik-fredriksen/238508",NA,NA,NA,NA,NA,"M"
"Macklin Freke",65,66,61,67,67,40,60,39,42,NA,NA,50,NA,NA,13,36,10,10,22,20,11,11,27,25,65,19,32,14,13,NA,10,12,59,19,63,27,"GK",2,1,"Right",193,76,"",25,"Australia","A-League","Brisbane Roar","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/macklin-freke/252699",66,61,67,60,67,"M"
"Juan Freytes",65,61,46,54,63,64,71,60,62,51,41,66,38,36,56,42,62,35,61,55,43,65,63,51,66,62,59,62,63,63,66,61,74,70,77,58,"CB",2,2,"Left",182,82,"LB, LM",24,"Argentina","Libertadores","Alianza Lima","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/juan-freytes/247433",NA,NA,NA,NA,NA,"M"
"Per Frick",65,74,62,57,59,36,85,76,73,69,64,61,58,58,66,62,52,47,62,53,46,54,73,70,72,56,70,29,64,36,34,25,87,75,88,88,"ST",2,2,"Right",182,81,"",32,"Sweden","Allsvenskan","IF Elfsborg","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/per-frick/209062",NA,NA,NA,NA,NA,"M"
"Ludvig Fritzson",65,72,62,61,65,61,76,73,72,67,65,62,59,55,48,63,56,48,66,62,53,62,76,69,67,66,65,61,68,59,62,61,80,87,75,66,"CM",3,3,"Right",184,77,"",29,"Sweden","Allsvenskan","Brommapojkarna","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ludvig-fritzson/237140",NA,NA,NA,NA,NA,"M"
"Fu Huan",65,76,35,57,61,62,61,75,76,61,31,43,33,22,42,56,56,37,61,62,46,60,73,65,59,58,58,62,57,64,62,61,67,67,58,59,"RB",1,3,"Right",182,69,"CB",31,"China PR","CSL","Shanghai Port FC","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/fu-huan/224624",NA,NA,NA,NA,NA,"M"
"Marius Funk",65,65,65,62,65,39,63,39,38,NA,NA,47,11,NA,19,28,NA,13,20,17,10,12,37,40,60,13,31,14,12,15,NA,10,58,28,61,27,"GK",3,1,"Right",187,86,"",28,"Germany","3. Liga","FC Ingolstadt 04","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marius-funk/234858",65,65,62,63,65,"M"
"Borja Galán",65,61,65,62,64,33,62,59,62,67,66,70,59,53,62,60,66,43,64,66,45,65,58,68,66,65,57,21,59,56,16,13,64,67,64,48,"LM",2,3,"Right",182,76,"RM, LW",31,"Spain","PKO BP Ekstraklasa","GKS Katowice","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/borja-galan/233470",NA,NA,NA,NA,NA,"M"
"Sebastián Galani",65,68,46,60,60,61,64,62,72,58,41,52,52,37,49,65,49,46,66,64,48,56,55,70,63,66,62,63,47,64,59,63,57,74,60,63,"CDM",3,2,"Right",179,75,"CM",27,"Chile","Sudamericana","Coquimbo Unido","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sebastian-galani/248257",NA,NA,NA,NA,NA,"M"
"Nicolas Galazzi",65,71,66,64,66,42,57,74,69,65,69,70,58,59,62,64,65,55,65,63,60,67,68,67,65,64,63,45,55,42,39,36,69,49,63,50,"CAM",3,3,"Left",182,72,"",23,"Italy","Serie BKT","Brescia","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicolas-galazzi/264372",NA,NA,NA,NA,NA,"M"
"Declan Gallagher",65,31,31,47,47,64,76,31,31,47,24,57,19,29,29,43,39,21,56,60,27,40,56,31,58,53,59,62,66,65,64,60,70,57,88,69,"CB",3,2,"Right",196,93,"",33,"Scotland","Scottish Prem","Dundee United","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/declan-gallagher/209935",NA,NA,NA,NA,NA,"M"
"Valerică Găman",65,53,57,54,50,65,71,53,53,57,59,63,51,36,66,52,47,47,60,62,40,45,53,56,60,51,62,64,69,64,65,64,74,60,78,66,"CB",3,2,"Right",191,83,"",35,"Romania","SUPERLIGA","FC Hermannstadt","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/valerica-gaman/155463",NA,NA,NA,NA,NA,"M"
"Noah Ganaus",65,54,64,49,60,25,70,55,54,68,70,63,55,57,51,60,30,41,59,43,41,60,50,54,61,63,62,20,74,22,17,19,77,71,74,55,"ST",3,2,"Right",195,80,"",23,"Germany","Bundesliga 2","Jahn Regensburg","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/noah-ganaus/276272",NA,NA,NA,NA,NA,"M"
"Gao Tianyi",65,72,49,66,67,56,71,70,74,62,46,56,50,30,40,68,59,62,70,65,65,66,79,66,63,68,59,57,41,58,60,54,63,74,76,59,"CM",3,2,"Right",185,81,"RM",26,"China PR","CSL","Shanghai Shenhua","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gao-tianyi/241418",NA,NA,NA,NA,NA,"M"
"Gustavo Garcia",65,77,39,55,68,60,55,75,78,48,37,47,35,29,44,45,60,40,61,55,48,68,76,77,60,68,47,62,53,59,62,55,57,67,46,62,"RB",2,2,"Right",175,67,"",22,"Brazil","Liga Portugal","Nacional","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gustavo-garcia/73453",NA,NA,NA,NA,NA,"M"
"Gonzalo",65,66,59,60,67,44,60,67,66,62,62,60,54,51,43,60,58,34,64,60,61,69,64,63,62,66,63,44,51,42,40,50,62,59,61,56,"LM",4,3,"Right",182,82,"ST, LW",20,"Spain","LALIGA EA SPORTS","Real Madrid","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gonzalo/278399",NA,NA,NA,NA,NA,"M"
"Jake Garrett",65,65,53,60,63,61,67,69,62,54,56,54,49,40,42,60,54,39,65,65,45,61,73,77,63,62,58,62,50,61,64,65,62,68,61,84,"CDM",4,2,"Left",177,73,"CM",21,"England","EFL League One","Bristol Rovers","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jake-garrett/256358",NA,NA,NA,NA,NA,"M"
"Ben Garrity",65,79,61,60,64,62,74,80,78,63,63,63,59,52,56,62,52,49,65,63,58,62,69,74,65,65,64,65,60,62,63,59,88,91,71,57,"CM",2,3,"Right",183,74,"CAM",27,"England","EFL League Two","Port Vale","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ben-garrity/255930",NA,NA,NA,NA,NA,"M"
"Paul Gartler",65,66,65,64,65,32,65,38,23,NA,NA,48,NA,NA,11,38,14,12,15,29,14,NA,36,45,58,18,24,NA,13,13,11,13,43,18,37,28,"GK",2,1,"Right",187,75,"",27,"Austria","Ö. Bundesliga","SK Rapid","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/paul-gartler/235820",66,65,64,65,65,"M"
"Djeidi Gassama",65,80,60,55,71,26,61,82,78,63,62,57,59,58,58,57,54,47,60,46,56,73,78,82,62,66,58,18,55,23,26,24,75,61,66,46,"LM",3,3,"Right",177,70,"LW",21,"France","EFL Championship","Sheffield Wed","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/djeidi-gassama/271716",NA,NA,NA,NA,NA,"M"
"Dieudonné Gaucho Debohi",65,61,57,61,61,66,69,66,57,53,57,60,58,52,55,53,61,59,66,64,47,63,51,53,62,63,55,64,68,64,68,65,75,60,74,65,"CDM",3,2,"Right",185,84,"CM",23,"Côte d'Ivoire","Ligue 2 BKT","SM Caen","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dieudonne-gaucho-debohi/275614",NA,NA,NA,NA,NA,"M"
"Pep Gayà",65,47,32,49,51,65,71,51,43,33,30,45,20,37,38,38,40,36,63,50,35,45,45,45,60,60,52,64,65,67,65,64,69,65,74,70,"CB",3,2,"Right",185,74,"",24,"Spain","LALIGA HYPERMOTION","CD Tenerife","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pep-gaya/264105",NA,NA,NA,NA,NA,"M"
"Max Geschwill",65,69,31,47,57,66,66,64,73,36,34,27,28,31,32,34,44,33,60,48,37,55,69,64,62,55,58,62,64,66,69,62,70,65,69,60,"CB",4,2,"Left",182,70,"",23,"Germany","Bundesliga","Holstein Kiel","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/max-geschwill/260405",NA,NA,NA,NA,NA,"M"
"Niklas Geyrhofer",65,57,30,47,46,65,70,51,62,38,21,41,36,24,34,48,24,25,62,58,28,36,44,59,62,56,58,64,66,65,65,64,71,63,76,65,"CB",3,2,"Right",188,79,"CDM",24,"Austria","Ö. Bundesliga","SK Sturm Graz","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/niklas-geyrhofer/255536",NA,NA,NA,NA,NA,"M"
"Valentin Gheorghe",65,82,62,59,67,44,64,84,81,60,60,70,62,60,61,58,57,68,59,57,70,66,84,81,57,64,61,45,51,43,41,42,71,76,61,55,"LM",4,3,"Right",175,65,"RM, LW",27,"Romania","SUPERLIGA","Politehnica Iași","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/valentin-gheorghe/235315",NA,NA,NA,NA,NA,"M"
"Andrea Ghion",65,61,46,66,67,63,63,63,60,42,42,58,46,43,49,70,60,46,73,68,44,67,63,78,63,69,64,66,55,61,66,65,64,65,61,66,"CM",2,2,"Right",177,70,"",24,"Italy","Serie BKT","Sassuolo","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andrea-ghion/257164",NA,NA,NA,NA,NA,"M"
"Alaa Ghram",65,71,36,50,59,64,69,73,70,38,32,56,24,25,57,43,43,21,59,58,42,58,62,60,62,61,52,64,64,63,66,65,78,65,73,62,"CB",3,2,"Right",190,81,"",23,"Tunisia","Ukrayina Liha","Shakhtar Donetsk","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alaa-ghram/72919",NA,NA,NA,NA,NA,"M"
"Alex Gilbey",65,78,63,61,65,58,80,75,80,62,61,70,65,57,56,63,51,56,65,64,57,64,67,71,65,65,61,58,63,53,61,58,81,91,79,70,"CAM",3,3,"Right",183,73,"CM",29,"England","EFL League Two","MK Dons","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alex-gilbey/208302",NA,NA,NA,NA,NA,"M"
"Alfie Gilchrist",65,60,37,53,53,65,65,57,62,40,36,45,30,42,38,50,42,36,62,58,42,47,57,55,60,58,62,65,65,63,67,65,59,57,67,70,"CB",2,2,"Right",184,78,"RB",20,"England","EFL Championship","Sheffield Utd","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alfie-gilchrist/278286",NA,NA,NA,NA,NA,"M"
"Macaulay Gillesphey",65,52,41,51,55,63,74,51,53,30,36,57,36,36,51,39,40,48,61,60,40,55,51,63,63,55,55,62,65,64,63,62,72,71,78,67,"CB",3,2,"Left",188,70,"",28,"England","EFL League One","Charlton Ath","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/macaulay-gillesphey/228366",NA,NA,NA,NA,NA,"M"
"Mark Gillespie",65,65,63,62,67,34,64,34,35,11,16,47,12,12,19,42,13,15,34,35,12,17,30,40,56,29,48,20,11,12,11,19,57,20,64,26,"GK",3,1,"Right",192,83,"",32,"England","Premier League","Newcastle Utd","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mark-gillespie/198039",65,63,62,64,67,"M"
"Arnaldo Giménez",65,62,64,66,68,45,62,47,42,NA,19,50,12,12,18,15,17,28,32,27,17,16,35,54,65,28,56,11,13,13,16,20,62,31,63,38,"GK",2,1,"Left",195,80,"",37,"Paraguay","Sudamericana","Wilstermann","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/arnaldo-gimenez/214761",62,64,66,62,68,"M"
"Diago Giménez",65,65,54,61,61,66,64,65,65,55,50,60,51,55,67,60,55,55,65,61,58,60,54,63,60,65,60,65,60,65,70,65,67,68,60,67,"CB",3,3,"Left",175,72,"CDM, LB",27,"Argentina","Sudamericana","Universitario","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/diago-gimenez/261364",NA,NA,NA,NA,NA,"M"
"Lars Gindorf",65,67,66,59,65,36,58,68,66,68,68,69,63,59,49,61,52,48,66,56,55,64,65,71,64,66,57,25,47,36,38,41,61,60,65,37,"ST",3,3,"Right",182,78,"CAM",23,"Germany","Bundesliga 2","Hannover 96","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lars-gindorf/71297",NA,NA,NA,NA,NA,"M"
"Gvidas Gineitis",65,57,58,66,66,52,64,56,58,60,47,71,72,55,53,57,60,72,74,66,63,68,51,56,60,73,57,50,62,47,53,57,65,67,64,62,"CM",3,2,"Left",191,75,"CDM",20,"Lithuania","Serie A Enilive","Torino","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gvidas-gineitis/273932",NA,NA,NA,NA,NA,"M"
"Patrick Göbel",65,73,52,64,65,56,63,75,72,59,52,60,42,40,65,62,65,66,63,63,70,61,83,86,60,64,60,59,39,58,58,58,56,80,57,59,"RB",3,3,"Right",173,68,"RM",31,"Germany","3. Liga","B. Dortmund II","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/patrick-gobel/211825",NA,NA,NA,NA,NA,"M"
"José de Jesús Godínez",65,68,62,54,64,30,71,66,69,62,67,58,55,58,59,53,52,46,60,45,57,65,54,58,62,67,61,26,71,28,21,25,82,67,76,62,"ST",3,3,"Right",183,79,"",27,"Mexico","CSL","Nantong Zhiyun FC","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jose-de-jesus-godinez/239545",NA,NA,NA,NA,NA,"M"
"Robert Gojani",65,63,46,65,68,50,66,72,56,60,39,53,49,44,55,69,54,53,71,69,57,65,85,82,67,66,69,55,42,60,43,43,58,84,61,57,"CM",3,3,"Right",174,71,"CDM",31,"Sweden","Allsvenskan","Kalmar FF","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/robert-gojani/231514",NA,NA,NA,NA,NA,"M"
"Miguel Silva",65,74,40,56,63,58,73,72,76,55,36,44,38,48,39,42,60,45,62,56,56,65,65,52,60,64,55,57,42,57,64,63,66,76,77,63,"LB",3,2,"Left",191,75,"",28,"Portugal","SUPERLIGA","SC Oțelul Galați","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/miguel-silva/277976",NA,NA,NA,NA,NA,"M"
"Emmanuel Gómez Riga",65,68,62,64,68,54,61,60,45,NA,12,48,13,11,30,41,21,20,37,35,30,25,53,54,60,36,42,22,22,23,22,23,62,40,50,37,"GK",3,1,"Right",186,77,"",23,"Argentina","Primera División","Vélez Sarsfield","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/emmanuel-gomez-riga/273986",68,62,64,61,68,"M"
"Maximiliano González",65,56,52,57,62,63,70,61,51,60,53,52,55,31,44,63,41,36,65,66,40,64,59,66,57,63,49,62,52,63,65,66,66,70,72,64,"CDM",3,2,"Right",178,73,"CM",20,"Argentina","Sudamericana","Defensa","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/maximiliano-gonzalez/267853",NA,NA,NA,NA,NA,"M"
"Facundo González",65,53,31,50,45,66,66,56,51,24,26,45,29,30,42,39,37,28,66,59,31,36,33,40,57,62,45,65,66,65,68,69,71,61,74,52,"CB",3,2,"Left",193,83,"",21,"Uruguay","Serie A Enilive","Juventus","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/facundo-gonzalez/277597",NA,NA,NA,NA,NA,"M"
"Alfon",65,76,64,59,67,32,55,74,77,59,67,56,67,52,65,62,65,47,61,54,44,69,70,79,60,64,56,32,58,41,19,15,67,53,56,51,"RM",3,3,"Right",172,63,"LM, ST, RW",25,"Spain","LALIGA EA SPORTS","RC Celta","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alfon/243034",NA,NA,NA,NA,NA,"M"
"Jacobo",65,76,65,62,69,33,48,80,73,59,66,66,71,46,58,62,61,70,62,58,67,69,82,72,52,68,64,31,42,35,29,32,52,56,46,44,"RM",3,3,"Right",179,66,"LM, CAM, RW",27,"Spain","LALIGA HYPERMOTION","Córdoba CF","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jacobo/235988",NA,NA,NA,NA,NA,"M"
"Liam Gordon",65,80,47,54,61,57,70,81,80,55,44,52,47,43,43,53,61,32,56,49,57,61,73,70,61,57,61,63,44,58,58,56,66,90,70,45,"LB",4,2,"Left",183,76,"",25,"Guyana","EFL League Two","Walsall","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/liam-gordon/257776",NA,NA,NA,NA,NA,"M"
"Daniel Graovac",65,36,40,57,48,65,70,39,33,44,41,42,36,33,44,45,59,42,63,64,40,43,45,47,65,51,58,64,66,64,68,63,65,67,72,72,"CB",3,2,"Right",185,73,"",31,"Bosnia and Herzegovina","SUPERLIGA","CFR 1907 Cluj","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/daniel-graovac/236307",NA,NA,NA,NA,NA,"M"
"Tayvon Gray",65,78,30,52,64,62,64,79,77,50,25,34,30,24,36,44,57,25,60,45,52,64,76,64,60,60,58,62,43,65,66,60,62,69,63,59,"RB",3,2,"Right",180,74,"CB",22,"Jamaica","MLS","New York City FC","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tayvon-gray/254492",NA,NA,NA,NA,NA,"M"
"Alexandru Greab",65,62,66,56,70,33,62,33,34,10,10,42,NA,NA,13,50,12,12,24,23,12,NA,48,24,62,18,30,NA,17,11,12,18,60,42,68,23,"GK",2,1,"Right",198,90,"",32,"Romania","SUPERLIGA","FC Gloria Buzău","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alexandru-greab/248025",62,66,56,62,70,"M"
"Lee Gregory",65,51,66,56,61,28,72,50,52,66,66,70,63,65,69,62,43,61,63,46,56,58,62,56,66,65,68,21,65,24,23,29,71,65,76,70,"ST",3,3,"Right",188,80,"",36,"England","EFL League One","Mansfield Town","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/lee-gregory/223551",NA,NA,NA,NA,NA,"M"
"Patrick Greil",65,68,62,65,65,51,63,69,68,63,62,63,64,55,51,65,63,65,66,63,66,63,71,61,61,67,64,59,54,42,54,49,64,76,62,49,"CAM",3,3,"Right",184,75,"",28,"Austria","3. Liga","SV Sandhausen","https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/patrick-greil/262384",NA,NA,NA,NA,NA,"M"
